Amplitude,Beyond1Std,Con,MaxSlope,MedianAbsDev,MedianBRP,PairSlopeTrend,Rcs,Skew,SmallKurtosis,Std,StetsonK,Eta_e,Meanvariance,class
1.48623,0.10667,0.0,125220.25259,0.22183,0.92667,0.1,0.08329,7.05159,78.29606,1.09861,0.51961,6436.98705,19.13668,non_variables
1.83092,0.12667,0.00336,14721.96611,0.21888,0.87667,-0.03333,0.08162,3.36767,20.62476,0.83503,0.54903,262.23416,12.61999,non_variables
0.83945,0.02,0.0,23911.32902,0.15654,0.99667,-0.03333,0.05532,15.24702,255.97331,1.45019,0.24479,342.19026,36.78633,non_variables
2.11524,0.19333,0.0,40461.78828,0.33182,0.79,0.23333,0.14036,0.40752,6.31587,0.95631,0.6359,1333.99308,33.48399,non_variables
1.69265,0.13333,0.0,38575.28837,0.27662,0.88333,0.23333,0.06288,1.57815,13.71524,0.84232,0.57042,1727.69744,-15.87624,non_variables
1.63201,0.13333,0.0,31521.40867,0.23725,0.93,0.1,0.09417,1.38566,31.19149,0.96075,0.52008,767.12248,-10.48068,non_variables
1.61668,0.14667,0.0,76070.43572,0.2757,0.86,0.03333,0.08586,2.84714,15.54556,0.86104,0.5873,4338.05352,36.67128,non_variables
1.96109,0.13667,0.00336,37596.65127,0.27164,0.87667,0.1,0.06205,1.93888,11.16058,0.91314,0.59936,1360.15981,26.45577,non_variables
1.47547,0.08,0.0,31205.12241,0.30739,0.96,-0.23333,0.06386,8.77429,113.48915,1.11786,0.45928,698.00468,388.14102,non_variables
1.97139,0.09667,0.0,47119.65401,0.29508,0.95333,0.1,0.06154,8.55064,113.92762,1.31092,0.44244,1474.05874,-65.96873,non_variables
1.77718,0.14667,0.0,36486.99346,0.324,0.88667,-0.03333,0.06962,1.34943,16.42637,0.95826,0.58168,1956.11164,-56.73248,non_variables
1.39348,0.06,0.0,10310.46638,0.19964,0.97667,0.03333,0.07189,10.16647,149.65599,1.25276,0.35943,51.21396,24.90988,non_variables
1.91832,0.12667,0.0,57847.26747,0.27434,0.89667,0.03333,0.06341,1.24454,13.90514,0.93758,0.56916,2055.48792,-28.31098,non_variables
1.28261,0.16,0.0,49470.79503,0.21798,0.87667,0.03333,0.07316,1.10784,14.20818,0.64602,0.58959,6316.07645,-17.50498,non_variables
1.94517,0.15667,0.0,27266.85742,0.27093,0.88333,0.1,0.04272,2.4061,19.17848,1.02885,0.54916,758.12917,114.85139,non_variables
0.96968,0.02,0.0,32751.96898,0.12481,0.99,-0.1,0.05207,13.33278,203.58566,1.4453,0.24807,257.22717,35.8374,non_variables
1.81962,0.13,0.0,33503.63412,0.25732,0.89667,-0.1,0.07252,0.04099,14.61777,1.02519,0.52017,1365.287,-458.14477,non_variables
1.62689,0.1,0.0,19346.50651,0.26659,0.94667,0.1,0.06258,5.11152,54.51618,0.99609,0.51844,507.60304,101.0876,non_variables
1.71931,0.09333,0.0,164260.13608,0.22061,0.92333,0.03333,0.06855,3.97899,31.27628,1.18776,0.44774,9146.50229,16.44278,non_variables
1.80323,0.08333,0.0,31448.61478,0.31636,0.94667,-0.03333,0.07886,3.0369,32.14493,1.19332,0.48967,577.89253,19.37265,non_variables
1.54077,0.14,0.0,45511.40786,0.28747,0.90667,-0.03333,0.07979,1.98181,20.11275,0.92739,0.56187,3322.41831,127.46843,non_variables
1.44235,0.08333,0.0,105231.69551,0.23448,0.96667,-0.03333,0.05013,6.06978,69.47375,1.11314,0.44109,4939.73782,-181.57443,non_variables
1.55498,0.16667,0.0,48188.7918,0.25583,0.79667,0.03333,0.10589,0.41376,6.59381,0.66139,0.6409,4651.1305,-35.73879,non_variables
1.94258,0.17333,0.00671,35720.40076,0.3462,0.82333,-0.1,0.06741,-0.26018,6.54315,0.85989,0.6435,1060.85691,-1436.49224,non_variables
1.66266,0.1,0.0,32330.15231,0.27092,0.94333,-0.03333,0.09131,5.44897,62.14223,1.10198,0.50962,938.35785,21.37314,non_variables
1.79738,0.14333,0.0,26327.23452,0.24263,0.91333,-0.03333,0.05017,2.87819,24.75954,0.98983,0.54511,800.49165,37.77394,non_variables
1.78769,0.13,0.0,27632.91982,0.31759,0.91333,-0.1,0.06016,0.78694,15.44282,0.89021,0.58348,1053.30108,-379.7081,non_variables
1.8814,0.08333,0.0,12569.87559,0.24403,0.92333,0.1,0.06419,6.03776,50.0198,1.2224,0.44277,175.85515,18.83022,non_variables
1.46423,0.14333,0.0,6768.88242,0.26989,0.90667,0.03333,0.06375,2.20609,21.24719,0.8641,0.57356,109.6879,-11.32337,non_variables
1.29579,0.05667,0.0,38181.18669,0.28116,0.97667,0.1,0.08795,10.50995,155.25831,1.13406,0.39735,857.37884,-76.9558,non_variables
2.02696,0.15667,0.0,57058.28761,0.33971,0.84,-0.03333,0.06806,2.4225,15.21231,1.011,0.58924,4419.49663,276.87752,non_variables
1.33932,0.14333,0.0,30924.59759,0.20282,0.87,0.03333,0.06897,-2.03298,14.98097,0.68108,0.58073,1489.90471,-13.65829,non_variables
1.27306,0.18667,0.0,10709.52484,0.26453,0.85333,0.03333,0.09145,-1.4872,14.44972,0.60385,0.63413,338.42613,-26.41546,non_variables
2.21507,0.11,0.0,43605.37067,0.35892,0.93,0.1,0.0948,1.49986,23.55319,1.13401,0.53618,795.05634,-19.26521,non_variables
1.46726,0.16667,0.0,25559.92327,0.28337,0.90667,-0.23333,0.07376,2.31032,27.73827,0.76374,0.60272,1425.66879,21.91273,non_variables
1.84785,0.13667,0.0,61130.93697,0.30366,0.91,0.03333,0.0513,3.12588,27.27446,0.98319,0.54531,2936.62282,46.46526,non_variables
1.4815,0.11333,0.0,27018.88656,0.17652,0.93667,-0.03333,0.07153,2.00763,27.47582,0.94507,0.47991,962.53708,-40.43261,non_variables
1.47597,0.05667,0.0,21338.30197,0.17701,0.97667,-0.03333,0.05004,11.46039,171.50077,1.33031,0.33299,274.87533,88.86961,non_variables
1.71985,0.15333,0.0,47505.41394,0.25696,0.88,-0.03333,0.06697,1.22499,12.40486,0.92674,0.57159,2069.58134,-12.8838,non_variables
2.47438,0.10333,0.0,16525.70339,0.20977,0.91,0.1,0.06235,2.14281,17.02047,1.15047,0.49709,250.87714,36.60341,non_variables
2.26748,0.19667,0.0,13768.95221,0.50752,0.84333,-0.16667,0.12996,0.52177,7.01636,1.04623,0.66193,297.56856,91.03699,non_variables
2.42877,0.10333,0.0,158532.23671,0.26488,0.91333,0.03333,0.07671,3.46741,26.08704,1.10887,0.51944,10937.85631,53.9232,non_variables
1.85765,0.16333,0.0,106471.34996,0.25821,0.92,-0.03333,0.09084,-0.34656,15.83055,0.93735,0.54979,6985.46938,-28.35687,non_variables
1.95053,0.16333,0.0,83085.8302,0.30723,0.84333,0.03333,0.0538,-1.25552,9.35083,0.94847,0.5799,4716.63143,-23.86829,non_variables
1.65497,0.16333,0.0,220217.33983,0.35292,0.86667,-0.16667,0.06842,1.48534,10.58465,0.86127,0.62995,25407.18739,-19.43073,non_variables
1.46721,0.07667,0.0,77080.42048,0.22056,0.95,0.1,0.03899,6.88552,64.98346,1.20522,0.4251,2049.71447,33.45432,non_variables
2.1353,0.15333,0.0,46896.97124,0.33312,0.89667,0.03333,0.08579,2.26409,21.60114,1.12683,0.55019,1501.05824,22.3029,non_variables
1.76045,0.14333,0.0,35603.95918,0.41528,0.88667,-0.1,0.14022,3.08213,18.28869,1.00682,0.64576,812.92802,-52.10772,non_variables
1.64655,0.12667,0.0,32810.71908,0.25543,0.92667,0.3,0.06745,4.08133,43.84967,0.93653,0.54209,874.17341,27.7896,non_variables
1.58228,0.15333,0.0,31359.17192,0.31646,0.90667,0.03333,0.04667,3.71836,30.96959,0.88693,0.58259,850.64424,109.72206,non_variables
1.77235,0.14,0.0,27916.79168,0.34263,0.89,-0.1,0.04803,0.39742,13.19869,0.91695,0.60168,762.52819,-29.77404,non_variables
1.49015,0.08333,0.0,18819.92144,0.36393,0.96667,-0.16667,0.07463,7.43042,94.2841,1.22968,0.47853,258.8748,72.30006,non_variables
1.67031,0.11667,0.00336,35158.89397,0.26383,0.90333,-0.03333,0.06381,2.35606,19.87498,0.87498,0.55001,1445.87174,-104.94339,non_variables
2.49563,0.17,0.0,37689.49869,0.28676,0.83667,-0.1,0.05143,1.0548,9.28774,1.04762,0.57754,1028.44842,-16.35587,non_variables
1.42041,0.08667,0.0,21744.4588,0.23673,0.94667,0.1,0.06602,4.9449,48.62021,0.95622,0.49589,967.24859,-416.88735,non_variables
1.33027,0.09,0.0,13165.71115,0.17865,0.94,-0.1,0.06002,-1.56533,35.0718,0.78993,0.4668,256.25819,-15.34616,non_variables
1.81245,0.14,0.0,14025.43838,0.25493,0.88,-0.1,0.07612,3.11051,20.66089,0.91859,0.5631,302.09915,88.38098,non_variables
1.36637,0.14333,0.0,19656.10275,0.28881,0.90333,0.03333,0.05071,2.24756,16.642,0.81869,0.57553,718.17292,-46.55754,non_variables
1.39794,0.08333,0.0,34370.5082,0.27557,0.96,-0.1,0.04291,5.92056,60.50906,1.09042,0.45769,940.44883,18.5392,non_variables
1.74709,0.20333,0.0,58777.51819,0.37092,0.8,-0.23333,0.10731,0.48967,5.56112,0.78553,0.68135,4725.45467,88.62916,non_variables
1.64674,0.12333,0.0,45345.12219,0.2688,0.92333,0.23333,0.05038,-2.67709,30.82781,0.99147,0.52359,1180.76594,-25.94224,non_variables
2.06318,0.10667,0.0,62831.54371,0.24515,0.93333,-0.23333,0.06212,4.81022,44.5571,1.13558,0.47579,1995.1802,20.78411,non_variables
1.95603,0.14333,0.0,87702.18439,0.36676,0.91,-0.16667,0.06587,-1.83197,17.14548,1.01724,0.59169,4168.21848,-21.82235,non_variables
1.96304,0.15,0.0,45672.97716,0.32856,0.88333,-0.03333,0.05161,3.00307,20.99898,1.00762,0.59282,2693.51956,12.65518,non_variables
2.05753,0.12667,0.0,28770.42818,0.24558,0.91,-0.1,0.0687,3.97632,29.61883,1.0365,0.52174,760.59263,43.13929,non_variables
1.37399,0.22333,0.0,42106.28347,0.31567,0.74,0.03333,0.072,-0.2911,3.7333,0.68144,0.71115,2116.34514,-6.85307,non_variables
1.68424,0.09,0.0,15160.83055,0.25943,0.96333,-0.03333,0.04479,8.51423,110.36275,1.2647,0.45044,250.52489,12.71443,non_variables
1.35182,0.05667,0.0,17275.33703,0.24635,0.97667,0.03333,0.06301,9.39928,122.97041,1.23517,0.40349,192.83155,12.67967,non_variables
1.68642,0.15667,0.0,20970.75408,0.28539,0.92333,0.16667,0.07692,3.08448,37.79384,0.94628,0.54579,447.8103,-16.42545,non_variables
1.40328,0.04667,0.0,20203.00406,0.30361,0.99333,0.1,0.05422,12.00379,188.5515,1.39414,0.36381,217.52809,1118.81321,non_variables
1.2347,0.08,0.0,18368.5196,0.19886,0.93667,-0.03333,0.069,6.23218,56.04985,0.82539,0.4598,438.968,-34.2982,non_variables
1.72981,0.13667,0.0,260034.25305,0.31584,0.93333,0.1,0.05816,2.72646,39.45888,1.0282,0.54082,31568.67037,-102.42961,non_variables
1.85759,0.15333,0.0,29540.5629,0.36193,0.91333,-0.03333,0.0629,1.37012,17.17476,1.03778,0.58241,809.21582,25.7375,non_variables
1.24787,0.1,0.0,34975.93854,0.30649,0.96,-0.23333,0.07847,4.74795,41.25445,0.96696,0.5096,815.91749,-27.52038,non_variables
2.4411,0.13667,0.0,77621.97817,0.33392,0.9,0.03333,0.07793,2.39747,22.44265,1.23305,0.54094,2493.85812,156.12468,non_variables
1.95771,0.14667,0.00336,72564.37821,0.3436,0.82667,-0.1,0.05369,1.37117,8.86882,0.9302,0.61137,3594.77205,-24.22599,non_variables
1.92556,0.10333,0.0,15428.31671,0.32621,0.93333,-0.16667,0.05964,6.20009,70.81539,1.14833,0.49953,149.04759,13.21815,non_variables
1.00098,0.16667,0.00336,23447.40753,0.20124,0.88,0.1,0.0693,-1.55532,13.03569,0.57921,0.59509,1338.9959,-5.34039,non_variables
1.97652,0.12667,0.0,46303.39296,0.34049,0.86,-0.16667,0.06501,3.26725,18.23927,1.03229,0.60394,1117.79607,-318.67123,non_variables
1.72002,0.17333,0.0,36896.32838,0.23816,0.83,-0.1,0.07314,1.07918,7.82954,0.79532,0.61136,1397.58876,72.58198,non_variables
1.76271,0.14,0.0,23689.81285,0.2329,0.92,-0.03333,0.08033,2.50893,28.24417,1.03106,0.51786,456.27538,-57.0156,non_variables
1.55898,0.10333,0.0,11232.33568,0.24746,0.93333,-0.1,0.0488,2.65327,25.59731,1.06298,0.48455,156.88133,53.40767,non_variables
1.94845,0.14333,0.0,117758.61953,0.25055,0.89333,0.23333,0.08379,0.53048,11.11746,0.83768,0.57935,12279.55358,-31.15464,non_variables
1.56279,0.16333,0.0,42772.47886,0.41126,0.91,-0.03333,0.08326,2.975,22.2291,1.0138,0.60796,1553.8219,115.82243,non_variables
1.84858,0.10333,0.0,27111.96931,0.28275,0.91667,0.1,0.06829,3.77903,30.77245,1.07881,0.50245,875.6266,-59.99076,non_variables
1.95562,0.14667,0.0,36651.0704,0.4061,0.88,0.03333,0.07342,2.51587,15.8857,1.09966,0.59438,1391.73788,25.30422,non_variables
1.62489,0.10667,0.0,51788.00495,0.28849,0.94,-0.03333,0.08389,3.29791,34.69227,1.04742,0.51891,2809.81756,-2175.2742,non_variables
0.9714,0.06667,0.0,38858.16464,0.16227,0.98,0.1,0.08397,8.49676,126.59775,0.92116,0.39822,1656.16167,-29.9178,non_variables
1.61249,0.14667,0.0,42050.14209,0.22609,0.90333,-0.03333,0.05453,4.42947,38.54097,0.83553,0.54141,2117.71538,386.70315,non_variables
1.32001,0.13333,0.0,25421.45216,0.21562,0.93,0.1,0.08479,4.09716,47.04979,0.716,0.53524,1603.59054,104.1799,non_variables
2.30386,0.09,0.00336,14469.71917,0.21409,0.9,0.1,0.08538,3.7394,20.69605,1.13505,0.48311,133.22064,31.51271,non_variables
2.13618,0.08667,0.0,92943.87728,0.24973,0.92667,0.16667,0.04546,4.97417,36.96246,1.3171,0.47524,2668.91621,15.32577,non_variables
1.73551,0.14,0.0,26392.35211,0.21031,0.84333,0.03333,0.0658,3.08093,14.08063,0.8073,0.60641,1696.75672,-14.73433,non_variables
1.99837,0.18,0.0,11482.64101,0.38119,0.86333,0.16667,0.05725,0.78134,10.35837,1.00878,0.61744,197.03423,-31.4995,non_variables
1.86277,0.21,0.0,21063.71457,0.37674,0.75333,0.03333,0.08745,0.85743,6.27293,0.85176,0.67704,629.01587,-14.47419,non_variables
1.94327,0.17333,0.00336,68179.75634,0.42545,0.83667,0.03333,0.08971,1.06587,8.84124,0.97582,0.65297,3348.96223,-12.72598,non_variables
2.0021,0.15333,0.0,18658.92657,0.28904,0.84333,0.16667,0.07892,1.25665,8.52545,0.87422,0.60348,488.77369,35.78913,non_variables
1.25995,0.07,0.0,7630.83248,0.25993,0.97667,-0.16667,0.08028,9.1516,128.39169,1.15653,0.41859,62.34991,-40.71061,non_variables
2.43963,0.13,0.0,145842.49106,0.30611,0.86333,0.1,0.07393,-2.64499,12.74614,1.04198,0.58113,16117.28179,-11.16288,non_variables
2.20694,0.1,0.0,82640.1246,0.27481,0.93,-0.1,0.05031,4.59716,39.10091,1.19722,0.48976,2931.65186,16.59006,non_variables
1.7632,0.15,0.0,17754.51328,0.35949,0.91667,0.03333,0.06013,1.55028,19.69969,0.86846,0.62609,406.7641,-12.82804,non_variables
1.96988,0.09667,0.0,31012.47023,0.3143,0.93667,0.03333,0.06943,4.0138,31.059,1.10953,0.50885,930.42032,149.9755,non_variables
2.0715,0.10333,0.0,48573.31555,0.26689,0.91333,0.16667,0.05044,4.95841,37.47606,1.22602,0.50041,1443.70485,16.90565,non_variables
2.14651,0.13667,0.0,17882.47943,0.21124,0.88667,0.16667,0.07755,0.62428,13.63804,0.96205,0.52688,713.77914,-18.20641,non_variables
2.00219,0.15667,0.0,54460.73208,0.29043,0.82667,0.03333,0.06029,2.11397,10.13084,0.89599,0.60228,2707.41365,30.58676,non_variables
1.33349,0.13667,0.0,129382.45538,0.23706,0.92667,0.1,0.07097,1.69948,23.38919,0.76222,0.55234,16327.47271,-12.17098,non_variables
1.49825,0.17667,0.0,18282.42283,0.30786,0.90667,-0.16667,0.0782,-0.05131,15.63942,0.85765,0.59866,350.21864,-29.34532,non_variables
1.92299,0.13,0.0,13427.71319,0.34917,0.92667,0.23333,0.05483,5.47533,50.58128,1.14307,0.54852,285.28502,24.5109,non_variables
1.84443,0.16,0.0,43563.966,0.39832,0.92667,0.03333,0.08288,0.70771,19.75552,0.95285,0.61031,1526.18487,-89.53517,non_variables
1.23322,0.15333,0.00336,64263.66071,0.20156,0.89333,0.03333,0.05762,-1.09576,18.35496,0.73764,0.54879,4824.5195,-17.06692,non_variables
1.98859,0.22,0.0,19962.79354,0.36751,0.69333,-0.1,0.09014,0.19927,2.62464,0.9026,0.68877,716.58058,15.24214,non_variables
2.48386,0.10333,0.0,281119.79197,0.29508,0.92667,-0.03333,0.07156,3.24374,30.52381,1.30863,0.48627,25620.89679,247.83505,non_variables
1.85684,0.12667,0.0,56582.20081,0.29434,0.93667,-0.03333,0.06436,2.35523,33.20421,1.04395,0.52386,2081.42591,-87.63549,non_variables
1.46383,0.14667,0.0,32827.26073,0.31943,0.85,0.1,0.09906,3.02342,17.10818,0.79048,0.62836,1446.82068,-34.07423,non_variables
1.71467,0.16333,0.0,34665.18559,0.35504,0.90333,0.16667,0.06606,2.14218,24.90453,0.85529,0.61842,958.96954,-60.25149,non_variables
1.97888,0.11667,0.0,89040.61974,0.19849,0.90667,-0.1,0.06463,4.01077,28.3336,0.97655,0.5218,4349.35269,70.80412,non_variables
1.64226,0.12667,0.0,51365.31675,0.23357,0.93333,0.1,0.06563,-1.46504,29.30486,0.75793,0.54085,2388.27548,-31.73527,non_variables
1.81209,0.15333,0.0,29118.64023,0.34482,0.89667,0.16667,0.08357,-0.85274,15.41032,0.97864,0.6042,1196.04368,-39.11625,non_variables
1.78235,0.10333,0.0,32569.31872,0.29262,0.91667,-0.03333,0.07217,5.19183,51.08331,0.92546,0.54838,1297.95428,21.53779,non_variables
1.70492,0.17,0.0,45324.73342,0.28613,0.87,0.16667,0.08776,2.79941,19.33702,0.85515,0.58857,2711.4537,-85.20562,non_variables
1.51461,0.14667,0.00671,71711.25913,0.22486,0.88333,0.1,0.06979,2.43255,21.35578,0.76222,0.58017,4864.37677,-15.71534,non_variables
1.24711,0.08333,0.0,44214.02307,0.27077,0.98333,0.03333,0.0618,8.48076,124.96784,1.05204,0.43491,1247.33695,-22.97643,non_variables
2.10238,0.13667,0.0,61947.41691,0.27487,0.88667,-0.03333,0.06468,3.07271,19.59083,0.9756,0.55497,3238.40638,27.25281,non_variables
1.70796,0.07333,0.0,29949.57098,0.28593,0.94,-0.03333,0.06439,6.03948,49.90664,1.29584,0.44164,380.1264,16.86277,non_variables
1.83425,0.14333,0.0,62076.27334,0.34198,0.90333,0.23333,0.05566,2.53446,21.58978,0.91411,0.58554,6455.71093,-121.99044,non_variables
1.25502,0.13333,0.0,69111.58061,0.23064,0.92667,0.1,0.05856,4.62313,44.14905,0.83026,0.50987,3675.32052,-9.37231,non_variables
1.96962,0.08333,0.0,10082.94983,0.23202,0.94667,-0.1,0.05569,4.10807,33.68892,1.19313,0.46083,98.74306,-162.67454,non_variables
1.47077,0.12667,0.0,44025.34794,0.28051,0.9,0.23333,0.11091,0.48694,15.14161,0.83259,0.58009,1807.55366,1451.21497,non_variables
1.82464,0.13667,0.0,53761.09608,0.27902,0.93333,-0.16667,0.07303,0.21822,20.13663,0.84656,0.57098,3680.35461,-32.20421,non_variables
2.23998,0.12,0.0,17854.05203,0.18308,0.89,0.03333,0.053,-1.38325,13.77256,0.99186,0.5047,344.03954,14.9129,non_variables
1.30159,0.10667,0.0,86772.26716,0.29011,0.93,-0.16667,0.09223,4.14749,35.23118,0.84535,0.56419,5544.82389,-37.49267,non_variables
2.61519,0.14667,0.0,4687.40035,0.24864,0.88,-0.03333,0.06915,1.36586,14.24837,1.14307,0.52249,45.00827,-30.16052,non_variables
1.95079,0.08,0.0,21271.73633,0.21657,0.92333,-0.03333,0.09103,4.06725,22.99073,1.00081,0.50505,442.48261,10.85381,non_variables
1.79543,0.13667,0.0,35947.0983,0.34842,0.87667,0.1,0.07225,2.35922,19.12875,0.96711,0.58848,830.00418,-28.02028,non_variables
1.77861,0.15,0.0,107379.94585,0.32719,0.83333,-0.1,0.08929,1.934,10.73176,0.8522,0.61569,10948.01818,-43.14453,non_variables
1.72724,0.20333,0.0,53612.29914,0.36962,0.77667,0.3,0.06113,0.87919,5.10916,0.85765,0.67265,2942.69111,-18.13137,non_variables
1.69953,0.09,0.0,17666.18494,0.27031,0.94667,-0.03333,0.04921,6.68692,82.44672,0.98122,0.47527,310.63165,-319.14242,non_variables
2.17128,0.13333,0.00336,36643.1053,0.27351,0.88333,0.03333,0.08396,-0.17289,12.33252,1.06667,0.55382,690.16987,29.77947,non_variables
1.60987,0.23667,0.0,91974.69014,0.37151,0.71333,-0.3,0.0596,0.74209,4.95115,0.77785,0.70066,8218.66405,-7.14196,non_variables
1.82636,0.20667,0.0,76750.92603,0.3423,0.79333,0.1,0.05637,-0.58321,6.84158,0.88709,0.64164,8033.21456,-18.99506,non_variables
2.82978,0.12,0.0,39882.30678,0.28695,0.88,0.16667,0.05198,2.69531,15.66251,1.17377,0.53495,1675.24158,22.93626,non_variables
1.58669,0.07667,0.0,8891.05812,0.19323,0.96,0.03333,0.07607,7.74101,87.95141,1.29065,0.40903,60.97476,29.81931,non_variables
1.59508,0.17,0.0,36965.36093,0.38707,0.86667,0.16667,0.07059,1.1583,10.62973,0.93218,0.63473,1264.32065,-40.67254,non_variables
1.74816,0.08667,0.0,30248.33429,0.29874,0.93,-0.1,0.08274,5.31058,43.28078,1.0999,0.50573,628.23955,26.73468,non_variables
1.7595,0.12,0.0,33202.30596,0.29896,0.95333,0.16667,0.06341,7.32536,93.43076,1.09475,0.4976,524.37153,65.72867,non_variables
1.68187,0.19667,0.0,69870.40267,0.31218,0.81,-0.03333,0.12088,-1.68118,10.09768,0.76267,0.65994,5500.07736,-22.3957,non_variables
1.7715,0.11,0.0,41937.03041,0.25588,0.95,-0.03333,0.07152,6.28401,75.3215,1.13632,0.46451,1395.42944,20.92372,non_variables
1.65429,0.18333,0.0,33645.65571,0.4721,0.88667,-0.16667,0.07033,1.58292,13.89265,0.94894,0.66955,1178.71844,-14.67149,non_variables
1.61022,0.15333,0.0,34764.32659,0.29895,0.93,0.03333,0.06261,2.96661,34.80701,0.97267,0.56623,1051.87811,70.24509,non_variables
1.257,0.10333,0.0,22149.56062,0.24622,0.94,-0.03333,0.09232,2.71712,24.9547,0.79586,0.54256,794.73975,24.26516,non_variables
1.86783,0.09667,0.0,30516.48662,0.27317,0.94333,0.16667,0.04732,4.59859,47.45376,1.09963,0.48669,882.81808,20.39622,non_variables
2.26181,0.20667,0.0,40824.41566,0.41561,0.76,0.1,0.03979,-0.30351,5.12499,1.03469,0.65883,1441.77052,169.79207,non_variables
1.44407,0.05333,0.0,78776.53212,0.20697,0.97,0.03333,0.05025,8.81306,112.88979,1.23253,0.39705,2263.6742,20.61936,non_variables
1.73404,0.1,0.0,57400.97284,0.22247,0.93667,-0.03333,0.05801,4.71553,36.78243,1.07625,0.48089,1921.57357,88.52534,non_variables
1.77287,0.15,0.0,10373.29862,0.36139,0.90667,0.03333,0.06624,-0.042,17.05785,0.9818,0.59928,218.91444,31.91083,non_variables
2.08552,0.16333,0.00336,101634.21733,0.32386,0.84667,0.03333,0.06912,1.232,10.24622,1.03948,0.58645,5758.27328,27.16489,non_variables
1.68036,0.11667,0.0,6656.54244,0.22041,0.94333,0.03333,0.06022,-5.6191,70.12691,1.00022,0.46201,71.92039,-10.03098,non_variables
2.00409,0.15333,0.0,103906.31875,0.31958,0.85333,-0.1,0.05199,0.76383,8.63132,0.92208,0.60715,6730.61263,-45.88775,non_variables
1.71666,0.08,0.0,40855.78505,0.28969,0.95667,-0.23333,0.04666,6.90452,78.71264,1.26242,0.45688,1042.357,24.78758,non_variables
1.58607,0.11667,0.0,31413.62398,0.20482,0.91,-0.1,0.06134,1.04981,14.7298,0.71202,0.5294,2354.02763,-9.80151,non_variables
1.71606,0.16,0.0,34915.91471,0.37379,0.85,-0.1,0.13273,3.10455,19.29626,1.04286,0.61784,857.09937,42.53195,non_variables
1.34347,0.13,0.0,7656.14222,0.24313,0.89333,0.16667,0.06424,2.74507,18.44242,0.80919,0.59028,150.62581,-52.78019,non_variables
2.03787,0.08333,0.0,176864.77672,0.27722,0.93667,-0.16667,0.09926,4.21162,29.21277,1.17136,0.48393,10741.13388,18.33595,non_variables
1.68072,0.15667,0.0,45678.36392,0.30617,0.93667,0.1,0.05045,4.97178,56.24981,0.94292,0.55629,3101.86034,-16.9614,non_variables
0.74413,0.15667,0.0,31167.52326,0.17738,0.87667,-0.03333,0.08753,1.941,12.87306,0.45587,0.63891,3524.00241,-212.26387,non_variables
1.86753,0.19333,0.0,24720.32561,0.3282,0.71333,0.03333,0.11308,1.411,3.76199,0.88508,0.69269,1106.7812,-49.2513,non_variables
2.53,0.17,0.0,28207.76434,0.31625,0.82,-0.03333,0.08232,1.61083,7.8918,1.06029,0.60276,420.08795,-76.29356,non_variables
1.42184,0.17333,0.0,41154.24155,0.21167,0.83,-0.03333,0.06533,-0.34011,9.11615,0.72062,0.58494,2455.8254,-9.5406,non_variables
2.31368,0.13667,0.0,130448.85909,0.30989,0.86333,0.03333,0.05264,0.49689,8.39319,0.90432,0.58557,10288.2769,-13.89386,non_variables
1.63831,0.13667,0.0,112446.22238,0.2491,0.92,-0.03333,0.03908,0.44625,17.28817,0.95337,0.53304,8252.55963,-23.34649,non_variables
1.5643,0.16333,0.00336,31819.58896,0.26664,0.82667,0.03333,0.07865,2.17785,9.46152,0.73305,0.6463,1071.59822,-24.89974,non_variables
2.42339,0.2,0.0,42569.91704,0.53059,0.83333,-0.03333,0.10466,-1.0641,7.65324,1.17725,0.64578,1565.29185,460.64392,non_variables
1.53028,0.14,0.0,105369.91841,0.26971,0.90333,-0.1,0.08009,1.16066,12.76138,0.77977,0.58704,10916.05915,40.01927,non_variables
1.89913,0.17667,0.0,25699.98868,0.33159,0.83333,-0.03333,0.0633,1.42695,9.00204,0.90762,0.63136,1189.32265,19.34759,non_variables
1.67305,0.16,0.0,37845.68661,0.31933,0.90333,-0.03333,0.05,2.48452,18.80759,1.02531,0.58363,1088.80106,60.64738,non_variables
1.25948,0.05667,0.0,26241.03312,0.26862,0.97333,-0.16667,0.06944,9.6844,146.46959,1.2609,0.38271,246.02285,412.37254,non_variables
1.16133,0.07,0.0,19618.54397,0.19876,0.98,-0.3,0.05216,9.59275,135.50138,1.04847,0.38961,469.16975,175.96472,non_variables
1.88856,0.14,0.00336,34829.59328,0.26755,0.86667,0.03333,0.06367,1.41672,14.67177,0.90436,0.56883,926.79065,-430.97522,non_variables
1.76038,0.11667,0.0,45347.34804,0.27013,0.89,0.1,0.06293,3.56986,22.30975,0.9617,0.55225,1628.60289,1034.83589,non_variables
1.76319,0.18,0.0,10338.13418,0.29386,0.78667,-0.03333,0.06232,-0.32307,5.49141,0.82296,0.64531,191.88977,-24.0807,non_variables
2.06582,0.19667,0.0,82176.10955,0.32636,0.76,0.1,0.08827,0.49846,4.16791,0.89995,0.65377,7498.26504,73.58231,non_variables
1.79976,0.17667,0.0,51532.77667,0.29061,0.83667,-0.03333,0.07879,-0.64885,9.28154,0.88266,0.60901,1922.00818,-8.97439,non_variables
1.69978,0.16,0.0,29329.29442,0.40664,0.90333,0.1,0.06091,-3.40542,37.84,0.96828,0.60569,983.96323,-39.47717,non_variables
